20	628
285	417
62	321
62	728
321	728
446	606
446	666
606	666
144	522
106	384
606	666
415	722
387	480
387	499
480	499
152	265
152	350
265	350
83	281
387	480
387	499
480	499
379	381
106	193
106	384
193	384
235	263
235	429
263	429
69	456
69	584
456	584
446	606
446	666
606	666
143	610
143	688
610	688
51	124
502	541
502	604
541	604
180	739
142	333
142	544
333	544
51	124
51	625
124	625
240	457
236	623
236	661
623	661
402	701
402	745
701	745
118	172
118	396
172	396
85	476
85	505
476	505
61	367
59	447
59	737
447	737
62	321
172	396
243	528
243	687
528	687
379	381
31	455
31	521
455	521
454	516
397	404
397	573
404	573
311	615
61	367
332	354
59	447
172	396
144	522
144	624
522	624
525	601
525	646
601	646
61	367
416	643
142	333
176	182
176	232
182	232
40	234
153	212
603	638
4	302
4	382
302	382
446	606
446	666
606	666
502	604
332	354
57	180
57	739
180	739
240	457
243	528
59	447
243	528
243	687
528	687
64	320
64	644
320	644
152	265
152	350
265	350
80	575
80	690
575	690
143	610
143	688
610	688
85	476
85	505
476	505
263	429
509	712
30	83
30	281
83	281
85	476
85	505
476	505
85	476
85	505
476	505
344	536
27	119
145	592
143	688
61	367
61	732
367	732
80	690
176	232
152	350
332	354
62	321
85	476
85	505
476	505
40	140
40	234
140	234
71	451
27	119
606	666
416	643
151	671
69	584
243	528
243	687
528	687
14	550
14	613
550	613
151	671
75	169
75	450
169	450
75	169
52	165
142	333
83	281
59	447
3	683
143	610
143	688
610	688
69	456
69	584
456	584
69	456
69	584
456	584
153	212
323	485
603	638
52	165
52	619
165	619
77	497
77	504
497	504
150	570
61	367
61	732
367	732
52	165
323	485
3	683
344	536
344	620
536	620
311	600
311	615
600	615
251	285
251	417
285	417
160	357
160	696
357	696
332	354
332	398
354	398
118	172
118	396
172	396
509	712
379	381
379	389
381	389
27	119
27	341
119	341
27	119
80	575
80	690
575	690
4	382
7	71
7	451
71	451
344	536
236	623
25	423
379	381
57	180
57	739
180	739
379	381
379	389
381	389
244	245
244	563
245	563
51	124
185	261
185	484
261	484
415	722
210	603
210	638
603	638
332	354
332	398
354	398
229	260
229	386
260	386
142	333
311	615
31	455
31	521
455	521
143	688
229	260
69	584
14	550
14	613
550	613
176	232
62	321
62	728
321	728
525	601
525	646
601	646
339	579
339	618
579	618
145	592
7	71
7	451
71	451
311	600
311	615
600	615
74	95
118	172
118	396
172	396
475	599
475	608
599	608
83	281
153	212
344	536
344	620
536	620
27	119
27	341
119	341
25	423
25	432
423	432
476	505
153	212
52	165
52	619
165	619
603	638
25	423
397	404
397	573
404	573
379	381
379	389
381	389
332	354
332	398
354	398
142	333
142	544
333	544
236	623
236	661
623	661
454	516
64	320
64	644
320	644
143	610
143	688
610	688
502	541
502	604
541	604
285	417
379	381
74	95
332	354
332	398
354	398
339	579
357	696
185	261
185	484
261	484
176	182
176	232
182	232
525	601
106	193
106	384
193	384
332	354
152	265
152	350
265	350
7	71
7	451
71	451
151	671
143	688
51	124
51	625
124	625
236	623
502	541
502	604
541	604
144	522
14	550
319	416
319	643
416	643
263	429
20	78
20	628
78	628
75	169
75	450
169	450
332	354
332	398
354	398
229	260
229	386
260	386
285	417
27	119
25	423
3	383
3	683
383	683
106	384
185	484
28	626
28	658
142	333
626	658
28	626
28	658
626	658
240	457
143	688
77	497
77	504
497	504
25	423
599	608
118	172
118	396
172	396
180	739
311	600
311	615
600	615
144	522
144	624
522	624
446	606
446	666
606	666
203	372
203	413
372	413
497	504
372	413
74	95
416	643
74	95
74	238
95	238
76	153
76	212
153	212
379	381
379	389
381	389
263	429
71	451
145	592
243	528
243	687
528	687
150	241
150	570
241	570
320	644
235	263
235	429
263	429
402	701
402	745
701	745
153	212
14	550
14	613
550	613
203	372
203	413
372	413
160	357
160	696
357	696
144	522
106	193
106	384
193	384
150	241
150	570
241	570
106	384
51	124
145	592
25	423
25	432
423	432
51	124
30	83
30	281
83	281
14	550
606	666
31	455
31	521
455	521
59	447
59	737
447	737
180	739
372	413
263	429
339	579
332	354
332	398
354	398
85	476
85	505
476	505
56	490
80	575
80	690
575	690
51	124
185	261
185	484
261	484
176	232
142	333
229	260
143	688
311	600
311	615
600	615
152	265
152	350
265	350
74	95
74	238
95	238
236	623
236	661
623	661
235	263
235	429
263	429
344	536
344	620
536	620
203	372
203	413
372	413
61	367
244	245
244	563
245	563
30	83
30	281
83	281
185	484
80	690
525	601
525	646
601	646
14	550
14	613
550	613
180	739
57	180
57	739
180	739
56	426
56	490
426	490
74	95
74	238
95	238
339	579
339	618
579	618
176	182
176	232
182	232
415	722
143	688
160	357
160	696
357	696
142	333
52	165
52	619
165	619
56	490
31	455
31	521
455	521
180	739
180	739
285	417
74	95
74	238
95	238
229	260
106	384
20	628
235	263
235	429
263	429
319	416
319	643
416	643
497	504
4	382
502	541
502	604
541	604
3	383
3	683
383	683
397	404
397	573
404	573
344	536
344	620
536	620
626	658
83	281
52	165
416	643
273	509
273	712
509	712
3	383
3	683
383	683
145	524
145	592
524	592
244	245
244	563
245	563
502	541
502	604
541	604
150	570
185	261
185	484
261	484
244	563
251	285
251	417
285	417
302	382
56	426
56	490
426	490
144	522
144	522
40	234
235	263
235	429
263	429
475	599
475	608
599	608
339	579
339	579
339	618
579	618
75	169
525	601
525	646
601	646
145	524
145	592
524	592
51	124
344	536
525	601
339	579
339	618
579	618
31	455
31	521
455	521
20	78
20	628
78	628
176	232
280	454
280	516
454	516
4	302
4	382
302	382
57	180
57	739
180	739
143	610
143	688
610	688
31	455
31	521
455	521
454	516
525	601
525	646
601	646
502	541
502	604
541	604
52	165
397	573
235	263
235	429
263	429
280	454
280	516
454	516
1	151
1	671
151	671
75	169
75	450
169	450
106	384
397	573
106	193
106	384
193	384
599	608
229	260
606	666
31	521
80	575
80	690
575	690
203	372
203	413
372	413
415	722
372	413
319	416
319	643
416	643
69	584
150	570
185	484
56	490
62	321
62	728
321	728
372	413
40	140
40	234
140	234
145	524
145	592
524	592
142	333
142	544
333	544
244	563
153	212
229	260
71	451
64	320
64	644
320	644
4	302
4	382
302	382
185	261
185	484
261	484
344	536
344	620
536	620
415	722
31	455
31	521
455	521
80	575
80	690
575	690
475	599
475	608
599	608
244	245
244	563
245	563
525	601
243	528
311	600
311	615
600	615
397	404
397	573
404	573
502	604
144	522
701	745
285	417
145	524
145	592
524	592
83	281
344	536
323	485
263	429
476	505
83	281
28	626
28	658
626	658
402	701
402	745
701	745
387	480
387	499
480	499
7	71
7	451
71	451
244	563
379	381
236	623
27	119
176	182
176	232
182	232
61	367
143	610
143	688
610	688
76	153
76	212
153	212
69	456
69	584
456	584
4	302
4	382
302	382
150	570
3	683
80	690
14	550
4	382
379	381
379	389
381	389
40	234
339	579
40	234
229	260
229	386
260	386
25	423
143	610
143	688
610	688
203	372
203	413
372	413
51	124
240	457
255	323
255	485
323	485
160	357
160	696
357	696
311	600
311	615
600	615
56	426
56	490
426	490
76	153
76	212
153	212
379	381
185	484
1	151
1	671
151	671
173	240
173	457
240	457
203	372
203	413
372	413
357	696
152	265
152	350
265	350
150	570
176	232
59	447
59	737
447	737
397	404
397	573
404	573
144	522
144	624
522	624
3	383
3	683
383	683
69	584
31	455
31	521
455	521
160	357
160	696
357	696
240	457
74	95
74	238
95	238
150	570
40	234
263	429
606	666
40	234
229	260
323	485
75	169
25	423
25	432
423	432
64	320
64	644
320	644
52	165
176	232
476	505
603	638
497	504
150	570
476	505
143	610
143	688
610	688
77	497
77	504
497	504
251	285
251	417
285	417
339	579
236	623
285	417
69	584
236	623
236	661
623	661
80	575
80	690
575	690
243	528
701	745
62	321
62	728
321	728
387	480
387	499
480	499
701	745
176	182
176	232
182	232
87	415
87	722
415	722
236	623
1	151
1	671
151	671
210	603
210	638
603	638
180	739
203	372
203	413
372	413
236	623
3	683
142	333
344	536
344	620
536	620
56	426
56	490
426	490
61	367
446	606
446	666
606	666
20	628
626	658
626	658
387	480
387	499
480	499
332	354
332	398
354	398
3	683
14	550
397	404
397	573
404	573
497	504
144	522
144	624
522	624
80	575
80	690
575	690
56	490
251	285
251	417
285	417
74	95
74	238
95	238
626	658
311	615
62	321
62	728
321	728
61	367
61	732
367	732
263	429
172	396
87	415
87	722
415	722
153	212
59	447
20	628
525	601
151	671
244	245
244	563
245	563
59	447
59	737
447	737
7	71
7	451
71	451
502	604
25	423
31	521
52	165
1	151
1	671
151	671
497	504
446	606
446	666
606	666
311	615
74	95
74	238
95	238
40	140
40	234
140	234
332	354
332	398
354	398
27	119
27	341
119	341
150	241
150	570
241	570
285	417
145	592
502	541
502	604
541	604
397	404
397	573
404	573
152	350
344	536
80	690
626	658
80	690
185	484
497	504
31	521
4	302
4	382
302	382
144	522
62	321
118	172
118	396
172	396
344	536
244	563
62	321
62	728
321	728
172	396
150	570
14	550
14	613
550	613
606	666
240	457
210	603
210	638
603	638
40	234
20	628
4	382
243	528
701	745
25	423
25	432
423	432
416	643
69	456
69	584
456	584
25	423
25	432
423	432
387	480
387	499
480	499
379	381
402	701
402	745
701	745
150	570
415	722
51	124
626	658
229	260
229	386
260	386
229	260
74	95
74	238
95	238
701	745
416	643
397	404
397	573
404	573
144	522
144	624
522	624
173	240
173	457
240	457
56	490
339	579
61	367
1	151
1	671
151	671
497	504
525	601
25	423
25	432
423	432
61	367
152	350
397	404
397	573
404	573
240	457
56	490
145	592
402	701
402	745
701	745
397	404
397	573
404	573
525	601
320	644
357	696
236	623
236	661
623	661
145	524
145	592
524	592
502	541
502	604
541	604
151	671
311	600
311	615
600	615
402	701
402	745
701	745
27	119
106	193
106	384
193	384
475	599
475	608
599	608
251	285
251	417
285	417
59	447
59	737
447	737
172	396
240	457
475	599
475	608
599	608
14	550
323	485
603	638
497	504
62	321
62	728
321	728
152	265
152	350
265	350
64	320
64	644
320	644
80	690
51	124
51	625
124	625
606	666
599	608
454	516
20	78
20	628
78	628
75	169
75	450
169	450
475	599
475	608
599	608
83	281
59	447
145	592
454	516
397	404
397	573
404	573
20	628
387	480
387	499
480	499
30	83
30	281
83	281
74	95
525	601
71	451
387	480
387	499
480	499
176	232
69	584
4	382
416	643
255	323
255	485
323	485
332	354
332	398
354	398
416	643
243	528
603	638
87	415
87	722
415	722
603	638
311	600
311	615
600	615
332	354
416	643
3	383
3	683
383	683
509	712
3	683
14	550
14	613
550	613
150	241
150	570
241	570
244	563
153	212
180	739
14	550
14	613
550	613
14	550
243	528
243	687
528	687
153	212
144	522
76	153
76	212
153	212
323	485
402	701
402	745
701	745
3	383
3	683
383	683
454	516
27	119
240	457
185	261
185	484
261	484
56	426
56	490
426	490
64	320
64	644
320	644
379	381
180	739
229	260
229	386
260	386
397	404
397	573
404	573
525	601
525	646
601	646
509	712
71	451
151	671
229	260
229	386
260	386
62	321
25	423
525	601
51	124
51	625
124	625
502	541
502	604
541	604
285	417
255	323
255	485
323	485
160	357
160	696
357	696
28	626
28	658
626	658
240	457
142	333
357	696
333	544
62	321
454	516
236	623
176	182
176	232
182	232
454	516
150	570
454	516
357	696
28	626
28	658
626	658
80	575
80	690
575	690
143	688
172	396
244	245
244	563
245	563
142	333
142	544
333	544
152	265
152	350
265	350
509	712
357	696
387	499
475	599
475	608
599	608
75	169
599	608
476	505
80	690
339	579
85	476
85	505
476	505
62	321
379	381
387	499
31	521
77	497
77	504
497	504
52	165
52	619
165	619
176	232
59	447
59	737
447	737
387	499
243	528
203	372
203	413
372	413
229	260
229	386
260	386
83	281
1	151
1	671
151	671
28	626
28	658
626	658
25	423
25	432
423	432
74	95
57	180
57	739
180	739
476	505
51	124
51	625
124	625
416	643
509	712
118	172
118	396
172	396
14	550
77	497
77	504
497	504
25	423
251	285
251	417
285	417
74	95
87	415
87	722
415	722
20	628
339	579
339	618
579	618
59	447
59	737
447	737
475	599
475	608
599	608
106	384
153	212
27	119
69	584
75	169
75	450
169	450
118	172
118	396
172	396
509	712
118	172
118	396
172	396
475	599
475	608
599	608
31	455
31	521
455	521
56	490
454	516
85	476
85	505
476	505
236	623
236	661
623	661
502	541
502	604
541	604
229	260
229	386
260	386
323	485
210	603
210	638
603	638
180	739
51	124
273	509
273	712
509	712
7	71
7	451
71	451
52	165
235	263
235	429
263	429
160	357
160	696
357	696
152	265
152	350
265	350
57	180
57	739
180	739
3	683
203	372
203	413
372	413
372	413
475	599
475	608
599	608
273	509
273	712
509	712
28	626
28	658
626	658
525	601
106	384
83	281
27	119
27	341
119	341
229	260
229	386
260	386
454	516
319	416
319	643
416	643
75	169
311	600
311	615
600	615
76	153
76	212
153	212
244	245
244	563
245	563
75	169
75	450
169	450
20	78
20	628
78	628
475	599
475	608
599	608
142	333
20	628
255	323
255	485
323	485
332	354
332	398
354	398
255	323
255	485
323	485
106	193
106	384
193	384
244	245
244	563
245	563
454	516
311	615
255	323
255	485
323	485
454	516
236	623
311	600
311	615
600	615
151	671
56	490
319	416
319	643
416	643
387	499
40	234
152	350
387	480
387	499
480	499
402	701
402	745
701	745
56	490
69	456
69	584
456	584
4	302
4	382
302	382
415	722
142	333
142	544
333	544
235	263
235	429
263	429
263	429
51	124
40	234
339	579
387	480
387	499
480	499
14	550
14	613
550	613
344	536
344	620
536	620
31	455
31	521
455	521
4	302
4	382
302	382
244	245
244	563
245	563
210	603
210	638
603	638
185	484
61	367
61	732
367	732
7	71
7	451
71	451
27	119
59	447
59	737
447	737
344	536
52	165
52	619
165	619
599	608
64	320
64	644
320	644
69	584
27	119
62	321
87	415
87	722
415	722
176	232
59	447
59	737
447	737
173	240
173	457
240	457
210	603
210	638
603	638
52	165
387	499
75	169
75	450
169	450
20	628
606	666
285	417
61	367
61	732
367	732
236	623
244	245
244	563
245	563
332	354
626	658
387	499
3	383
3	683
383	683
69	584
4	382
62	321
62	728
321	728
525	601
525	646
601	646
273	509
273	712
509	712
87	415
87	722
320	644
415	722
83	281
145	592
142	333
85	476
85	505
476	505
311	600
311	615
600	615
59	447
502	541
502	604
541	604
1	151
1	671
151	671
64	320
64	644
320	644
31	521
51	124
285	417
509	712
379	381
379	389
381	389
7	71
7	451
71	451
118	172
118	396
172	396
52	165
52	619
165	619
210	603
210	638
603	638
106	384
150	241
150	570
241	570
502	604
87	415
87	722
415	722
402	701
402	745
701	745
185	261
185	484
261	484
339	579
339	618
579	618
27	119
27	341
119	341
64	320
64	644
320	644
31	521
497	504
59	447
59	737
447	737
151	671
320	644
61	367
61	367
61	732
367	732
145	524
145	592
524	592
30	83
30	281
83	281
255	323
255	485
323	485
320	644
243	528
243	687
528	687
320	644
243	528
27	119
626	658
71	451
52	165
52	619
165	619
14	550
14	613
550	613
243	528
243	528
243	687
528	687
77	497
77	504
497	504
240	457
56	490
379	381
509	712
25	423
152	265
152	350
265	350
144	522
144	624
522	624
20	628
145	524
145	592
524	592
160	357
160	696
357	696
152	350
606	666
7	71
7	451
71	451
454	516
75	169
319	416
319	643
416	643
152	265
152	350
265	350
3	383
3	683
383	683
7	71
7	451
71	451
151	671
150	241
150	570
241	570
397	573
339	579
339	618
579	618
75	169
344	536
56	490
62	321
40	140
40	234
140	234
144	522
372	413
40	234
701	745
106	384
415	722
176	182
176	232
182	232
40	140
40	234
140	234
626	658
40	234
160	357
160	696
357	696
244	245
244	563
245	563
145	524
145	592
524	592
497	504
74	95
74	238
95	238
87	415
87	722
415	722
4	382
243	528
243	687
528	687
701	745
210	603
210	638
603	638
240	457
20	78
20	628
78	628
75	169
75	450
169	450
203	372
203	413
372	413
152	265
152	350
265	350
320	644
61	367
61	732
367	732
20	78
20	628
78	628
106	384
52	165
210	603
210	638
603	638
185	261
185	484
261	484
509	712
185	484
606	666
357	696
476	505
502	604
118	172
118	396
172	396
69	456
69	584
456	584
30	83
30	281
83	281
76	153
76	212
153	212
80	575
80	690
575	690
4	382
143	610
143	688
610	688
509	712
75	169
75	450
169	450
144	522
144	624
522	624
74	95
323	485
3	383
3	683
383	683
273	509
273	712
509	712
339	579
344	536
323	485
397	573
